MARKET,METRIC,PRODUCT,ROW_TYPE,NON_APPROVED_FLAG,WEEK_ENDING,TRX_ADJUSTED
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-09-19,69558.560634
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-09-26,68885.558883
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-10-03,69299.024917
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-10-10,70268.134579
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-10-17,70339.124938
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-10-24,68965.307201
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-10-31,69578.238156
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-11-07,72455.760265
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-11-14,72903.67648
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-11-21,75758.398128
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-11-28,54510.606168
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-12-05,80473.755874
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-12-12,75607.185988
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-12-19,76942.373703
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-12-26,52488.238415
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2026-01-02,60045.54231
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2026-01-09,80116.903712
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2026-01-16,72825.869565
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2026-01-23,61086.892388
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2026-01-30,61418.047985
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2026-02-06,77258.118857
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2026-02-13,74390.793368
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2026-02-20,70764.062394
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2026-02-27,72448.660105
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2026-03-06,75939.124562
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2026-03-13,73235.646925
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2026-03-20,71889.90573
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2026-03-27,74880.373687
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2026-04-03,77928.512197
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2026-04-10,73949.23982
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2026-04-17,71174.917203
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2026-04-24,74210.688431
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2026-05-01,79004.236452
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2026-05-08,79133.602028
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-05-03,21461.857166
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-05-10,21765.163355
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-05-17,21576.06002
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-05-24,22390.27589
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-05-31,19670.217732
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-06-07,23020.85067
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-06-14,22095.762762
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-06-21,21288.804968
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-06-28,22153.890944
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-07-05,15673.917287
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-07-12,23615.227466
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-07-19,20470.322307
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-07-26,19983.195326
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-08-02,19164.348393
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-08-09,19612.919778
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-08-16,19606.988759
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-08-23,20111.213866
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-08-30,20019.917642
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-09-06,17566.562279
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-09-13,19508.234297
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-09-20,19791.17574
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-09-27,18473.100624
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-10-04,19954.608973
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-10-11,19012.343403
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-10-18,19872.581025
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-10-25,19548.478109
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-11-01,20473.7438
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-11-08,20498.4444
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-11-15,19937.318153
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-11-22,20286.931142
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-11-29,14703.684942
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-12-06,22238.566831
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-12-13,20410.468545
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-12-20,20109.365906
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-12-27,15497.789169
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-01-03,17477.973401
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-01-10,17655.116158
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-01-17,17184.100336
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-01-24,14480.208502
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-01-31,17160.214902
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-02-07,16821.029167
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-02-14,16111.46942
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-02-21,15622.61289
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-02-28,17667.341514
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-03-07,16152.477189
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-03-14,15681.268779
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-03-21,15764.268383
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-03-28,16276.28377
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-04-04,15117.145731
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-04-11,16118.373866
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-04-18,15674.637978
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-04-25,15854.781313
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-05-02,15770.124748
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-05-09,15902.951575
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-05-16,15469.261796
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-05-23,16080.84996
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-05-30,14178.959148
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-06-06,15944.211524
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-06-13,14937.62457
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-06-20,14599.125163
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-06-27,15400.021996
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-07-04,11959.826672
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-07-11,15132.517546
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-07-18,13983.442337
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-07-25,13617.1712
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-08-01,13402.368854
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-08-08,13578.157847
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-08-15,13945.816402
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-08-22,13779.081847
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-08-29,14321.913044
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-09-05,11537.991173
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-09-12,13300.209288
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-09-19,12909.94468
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-09-26,12266.767001
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-10-03,12977.800741
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-10-10,12596.995355
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-10-17,12218.912469
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-10-24,12270.470183
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-10-31,12456.516582
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-11-07,12634.349681
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-11-14,12555.205527
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-11-21,12707.633368
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-11-28,9583.86557
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-12-05,13029.194336
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-12-12,12055.091973
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-12-19,11879.99655
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-12-26,8397.351607
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2026-01-02,9750.353771
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2026-01-09,11515.461894
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2026-01-16,9094.512813
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2026-01-23,7674.883668
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2026-01-30,7392.004797
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2026-02-06,9655.888731
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2026-02-13,8769.984616
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2026-02-20,7915.680432
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2026-02-27,8330.429393
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2026-03-06,8593.924829
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2026-03-13,7857.475273
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2026-03-20,7612.703574
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2026-03-27,7904.225187
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2026-04-03,8109.723458
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2026-04-10,7403.74122
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2026-04-17,7107.977061
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2026-04-24,7423.97679
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2026-05-01,7971.805723
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2026-05-08,7802.99392
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-05-03,5003.005454
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-05-10,4923.062682
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-05-17,4679.059643
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-05-24,5022.231344
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-05-31,4461.728196
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-06-07,5450.063641
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-06-14,5311.495228
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-06-21,5188.366252
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-06-28,5495.164988
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-07-05,4526.707854
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-07-12,5064.83541
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-07-19,5221.176512
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-07-26,5550.49764
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-08-02,5340.445578
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-08-09,5436.933811
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-08-16,5562.639208
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-08-23,5850.29467
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-08-30,6136.926993
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-09-06,4897.843388
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-09-13,5740.038797
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-09-20,5863.228237
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-09-27,5958.084212
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-10-04,6071.249655
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-10-11,5863.205036
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-10-18,5941.116302
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-10-25,5786.292439
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-11-01,6100.030687
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-11-08,6057.87873
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-11-15,6184.722864
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-11-22,6371.450629
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-11-29,4642.707819
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-12-06,6990.298596
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-12-13,6775.033011
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-12-20,6809.022781
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-12-27,5013.846254
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2025-01-03,5871.5923
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2025-01-10,7068.807705
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2025-01-17,7328.164573
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2025-01-24,6449.262203
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2025-01-31,7766.735461
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2025-02-07,7805.463132
