MARKET,METRIC,PRODUCT,ROW_TYPE,NON_APPROVED_FLAG,WEEK_ENDING,TRX_ADJUSTED
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2024-11-01,57311.90787158379
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2024-11-08,63038.26399286049
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2024-11-15,68910.40477306157
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2024-11-22,59297.22318879383
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2024-11-29,48086.32925424308
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2024-12-06,69295.91163452987
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2024-12-13,61540.976200376834
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2024-12-20,74260.0650058934
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2024-12-27,40107.7286986884
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-01-03,51343.68298631199
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-01-10,59946.02122395656
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-01-17,58480.93363348296
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-01-24,54657.83670376823
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-01-31,60848.43800943115
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-02-07,64991.27691225536
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-02-14,58191.53660579896
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-02-21,66004.95073518004
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-02-28,63758.0268454561
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-03-07,67754.22227975042
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-03-14,65098.89350969541
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-03-21,69869.12525116383
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-03-28,68576.31354596451
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-04-04,65488.37498474448
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-04-11,63182.54018717161
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-04-18,64582.49112052336
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-04-25,62480.82684609585
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-05-02,63718.64994346912
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-05-09,59177.73747705799
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-05-16,62452.37529675835
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-05-23,64493.513951994464
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-05-30,65254.81477372548
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-06-06,68901.95324793475
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-06-13,61872.7337370238
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-06-20,68914.27468492571
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-06-27,72270.52543832196
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-07-04,52190.96660694861
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-07-11,76635.18255909061
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-07-18,70761.15647438327
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-07-25,75970.88222965485
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-08-01,62564.35427351894
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-08-08,74015.71457797347
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-08-15,66206.34305105513
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-08-22,70774.79225265737
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-08-29,69713.88061959908
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-09-05,58466.48910893664
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-09-12,68423.8885804398
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-09-19,69684.89168112786
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-09-26,74351.88951571201
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-10-03,67225.94389476805
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-10-10,70808.86429111326
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-10-17,72146.30806618008
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-10-24,72959.03985697555
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-10-31,70198.65291131588
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-11-07,71511.56271543687
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-11-14,73083.0296187173
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-11-21,76527.5276360005
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-11-28,58049.16330055141
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-12-05,81068.13962421147
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-12-12,76385.09860325896
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-12-19,76102.95670714577
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2025-12-26,53281.72873212547
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2026-01-02,62614.92973933295
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2026-01-09,73804.84315670226
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2026-01-16,79873.9160418073
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2026-01-23,60685.28904135865
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2026-01-30,58785.18271890228
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2026-02-06,78196.06126828154
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2026-02-13,69528.13040852275
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2026-02-20,71251.61573761035
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2026-02-27,74311.88426357815
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2026-03-06,66532.27106470082
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2026-03-13,71283.93012902145
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2026-03-20,77022.73069132515
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2026-03-27,75748.54052056142
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2026-04-03,80351.9664751839
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2026-04-10,66048.89959146857
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2026-04-17,63910.61274953991
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2026-04-24,75704.52108309676
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2026-05-01,76926.85436957088
SI Market + Oral,TRx (Adjusted),SI Market + Oral,MARKET_TOTAL,N,2026-05-08,75994.9549672067
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-05-03,19976.96377014937
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-05-10,19640.875735105765
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-05-17,23326.24549599302
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-05-24,16883.58526210457
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-05-31,23458.93233395698
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-06-07,17794.25195448628
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-06-14,26054.0721142759
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-06-21,17044.876558686054
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-06-28,17086.643990773533
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-07-05,15729.40655426049
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-07-12,24025.807730881246
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-07-19,17272.994437460507
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-07-26,23026.179409553108
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-08-02,23432.9337788382
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-08-09,22665.496699145744
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-08-16,23355.265707565624
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-08-23,15099.738564087726
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-08-30,20683.2985396883
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-09-06,18167.330226956503
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-09-13,24166.158784216987
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-09-20,16978.6780909549
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-09-27,22240.31790084655
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-10-04,16860.32792934999
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-10-11,17034.13969708465
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-10-18,23025.129104719465
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-10-25,22577.42717315298
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-11-01,19329.55509458799
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-11-08,17724.40812238111
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-11-15,23172.50092041801
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-11-22,18602.8045980353
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-11-29,13422.794050713215
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-12-06,20907.56600729255
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-12-13,21166.15538872341
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-12-20,23042.608973411152
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2024-12-27,12131.08014909118
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-01-03,17347.649674215412
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-01-10,13659.57522489546
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-01-17,16326.320237384218
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-01-24,14636.356171768948
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-01-31,16726.298510749843
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-02-07,14708.0137726474
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-02-14,14572.265974697248
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-02-21,15772.985809969336
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-02-28,19137.984042888827
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-03-07,19203.86223240316
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-03-14,17299.392543940598
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-03-21,18303.123630566846
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-03-28,15616.204916683484
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-04-04,16641.669929997843
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-04-11,19023.751341201223
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-04-18,13432.674240665125
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-04-25,13079.526991999715
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-05-02,12437.279426269091
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-05-09,13585.682712167783
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-05-16,17092.5275307302
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-05-23,15588.676251249835
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-05-30,17468.187497778206
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-06-06,19049.193974177346
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-06-13,12349.745061169491
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-06-20,13421.072356076427
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-06-27,13080.468857784748
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-07-04,11299.731039779845
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-07-11,16988.862280001766
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-07-18,15736.467241942992
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-07-25,15841.554708872913
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-08-01,10129.231462942553
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-08-08,16926.58901415739
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-08-15,12069.672230658069
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-08-22,16828.9859744956
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-08-29,10831.021658275007
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-09-05,9616.51263132125
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-09-12,14065.451206056185
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-09-19,14372.324179856883
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-09-26,12815.42306158188
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-10-03,11223.076785057618
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-10-10,13940.714063816553
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-10-17,9371.207374923932
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-10-24,15181.672698549426
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-10-31,14044.87274752332
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-11-07,11006.49245524838
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-11-14,14600.483822894525
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-11-21,13565.705853258174
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-11-28,10360.2966078507
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-12-05,14289.242222676625
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-12-12,11555.52027197888
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-12-19,14341.02973153438
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2025-12-26,7859.28014849015
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2026-01-02,10580.036886867236
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2026-01-09,10092.894509812251
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2026-01-16,10017.417244721815
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2026-01-23,7821.798998702252
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2026-01-30,8566.96984844002
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2026-02-06,11537.1013439407
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2026-02-13,8215.105305356557
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2026-02-20,8648.052778656045
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2026-02-27,7277.666390547234
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2026-03-06,6525.018197586233
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2026-03-13,8330.659027609678
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2026-03-20,9024.073888157494
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2026-03-27,8237.998851444243
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2026-04-03,6803.940337474904
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2026-04-10,5679.74846397642
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2026-04-17,5435.998994279138
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2026-04-24,5598.758741187208
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2026-05-01,6439.6166425259735
SI Market + Oral,TRx (Adjusted),HUMIRA (Including Citrate Free),PRODUCT,N,2026-05-08,7796.90875317663
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-05-03,4080.594858464922
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-05-10,4088.6589965775424
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-05-17,4833.214997342576
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-05-24,6247.089393273439
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-05-31,3659.7953416794817
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-06-07,6393.735249363181
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-06-14,6497.522412166646
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-06-21,5615.465332255388
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-06-28,4537.650428698656
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-07-05,5642.973903330794
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-07-12,5090.017335538748
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-07-19,5866.966461888745
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-07-26,4772.544749411823
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-08-02,5836.201448060006
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-08-09,4648.196018935718
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-08-16,6081.708965802764
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-08-23,4765.505795941813
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-08-30,7087.537453064932
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-09-06,5458.277688510679
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-09-13,6245.355047440347
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-09-20,7051.516949548408
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-09-27,4675.160921261514
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-10-04,6629.241656350775
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-10-11,7118.686883938954
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-10-18,7171.544578144935
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-10-25,4940.977047324825
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-11-01,5333.201672628224
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-11-08,6615.163910943593
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-11-15,6129.678204870183
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-11-22,5692.643795589771
SI Market + Oral,TRx (Adjusted),ADALIMUMAB,PRODUCT,N,2024-11-29,5098.764935127907
