INDICATION,METRIC,PRODUCT,ROW_TYPE,NON_APPROVED_FLAG,MONTH_DATE,TRX_VOLUME
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2022-04-01,593914.9687788463
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2022-05-01,210391.53687833503
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2022-06-01,526950.3606392667
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2022-07-01,319198.6322323256
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2022-08-01,764595.2755097215
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2022-09-01,422123.3832579338
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2022-10-01,464267.59656349896
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2022-11-01,285845.64833415963
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2022-12-01,484812.51041231287
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2023-01-01,407488.863051115
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2023-02-01,277140.10127923626
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2023-03-01,581790.7300331807
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2023-04-01,396687.1611413992
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2023-05-01,375154.7475323518
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2023-06-01,445485.1106812263
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2023-07-01,774999.8507924882
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2023-08-01,439246.2651300383
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2023-09-01,269691.6557264296
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2023-10-01,483621.0395383891
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2023-11-01,331593.66428458167
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2023-12-01,408773.5990921307
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2024-01-01,315871.85800266534
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2024-02-01,310134.5429447736
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2024-03-01,464497.08195125184
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2024-04-01,694362.4774644583
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2024-05-01,252809.27849352715
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2024-06-01,360981.628182836
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2024-07-01,558639.0329286782
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2024-08-01,641216.4644678903
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2024-09-01,703762.4890831279
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2024-10-01,477620.8647596437
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2024-11-01,506145.197151507
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2024-12-01,300232.92994600115
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2025-01-01,370862.94171016605
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2025-02-01,317943.6023625009
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2025-03-01,493233.68690750713
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2025-04-01,524642.374951372
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2025-05-01,626599.9854967168
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2025-06-01,447990.1274688189
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2025-07-01,513806.5149038645
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2025-08-01,550169.843422656
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2025-09-01,797176.3821825578
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2025-10-01,415060.9904611908
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2025-11-01,495225.16217745584
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2025-12-01,552051.6917893583
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2026-01-01,331365.1649364561
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2026-02-01,545694.3637826607
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2026-03-01,397029.027629684
RA / JIA,TRx Volume,RA Market,MARKET_TOTAL,N,2026-04-01,650020.8849726137
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2020-05-01,84225.84778374516
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2020-06-01,75392.79420139905
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2020-07-01,51209.48174357616
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2020-08-01,89794.05801904052
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2020-09-01,141845.8574063461
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2020-10-01,133118.2199888997
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2020-11-01,98873.88645194269
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2020-12-01,48984.05666364773
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2021-01-01,120270.6486656138
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2021-02-01,59933.69207795828
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2021-03-01,142016.2332028906
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2021-04-01,145351.36030217275
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2021-05-01,89086.6675350177
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2021-06-01,104985.10535195535
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2021-07-01,54154.43835664268
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2021-08-01,52774.37445789467
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2021-09-01,107189.34028370162
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2021-10-01,176108.84995266586
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2021-11-01,86692.71264887495
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2021-12-01,129449.57210225324
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2022-01-01,139351.21446457453
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2022-02-01,60369.38611747651
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2022-03-01,81071.79599885228
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2022-04-01,96601.28805375248
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2022-05-01,142788.21959979183
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2022-06-01,135958.3096389822
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2022-07-01,140061.0806892818
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2022-08-01,195981.12935574487
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2022-09-01,115023.40794238025
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2022-10-01,159755.055149472
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2022-11-01,130309.39204906438
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2022-12-01,174015.08598626097
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2023-01-01,132788.51686373106
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2023-02-01,115081.8576689758
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2023-03-01,151677.49548880785
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2023-04-01,171426.31706734843
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2023-05-01,133411.2786496539
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2023-06-01,147335.35414519245
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2023-07-01,94124.83465659044
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2023-08-01,208697.729264232
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2023-09-01,85420.42471650887
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2023-10-01,143532.67823138885
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2023-11-01,143007.43364947036
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2023-12-01,155392.70638692335
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2024-01-01,81717.40032945605
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2024-02-01,98354.14461246044
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2024-03-01,159138.8008415866
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2024-04-01,139735.46442787256
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2024-05-01,134074.01825439624
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2024-06-01,96247.21800458991
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2024-07-01,91846.96167350691
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2024-08-01,58131.549425250094
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2024-09-01,120170.47839013008
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2024-10-01,66222.80249526542
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2024-11-01,105207.95159759752
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2024-12-01,112413.95254361736
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2025-01-01,60531.17557904255
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2025-02-01,40650.95927078916
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2025-03-01,47977.30943812634
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2025-04-01,83517.9299051737
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2025-05-01,69331.85735213904
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2025-06-01,39264.7291999131
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2025-07-01,94613.61662620131
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2025-08-01,64052.934963913125
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2025-09-01,92527.22124160144
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2025-10-01,59951.40326534968
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2025-11-01,39336.16887533571
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2025-12-01,38866.27870435609
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2026-01-01,68233.59386589615
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2026-02-01,42403.07335191924
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2026-03-01,77294.14355682312
RA / JIA,TRx Volume,HUMIRA (Including Citrate Free),PRODUCT,N,2026-04-01,52555.79818562537
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2020-05-01,65059.65214983826
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2020-06-01,78531.50501741942
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2020-07-01,79058.16373368986
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2020-08-01,140112.77588305488
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2020-09-01,47343.16803294786
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2020-10-01,116658.1538172209
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2020-11-01,76069.24585576326
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2020-12-01,62095.27327829151
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2021-01-01,50034.241184408245
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2021-02-01,49737.30578598315
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2021-03-01,118575.051170523
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2021-04-01,72734.07225253891
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2021-05-01,74587.48913739402
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2021-06-01,80325.46876986648
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2021-07-01,90966.36706186968
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2021-08-01,108780.87742021836
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2021-09-01,152027.76356355147
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2021-10-01,110809.8168813465
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2021-11-01,125669.425746844
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2021-12-01,130412.12642015444
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2022-01-01,63111.11527932631
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2022-02-01,89999.51834397287
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2022-03-01,41052.637449048816
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2022-04-01,104397.5078846489
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2022-05-01,106217.75418617707
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2022-06-01,39343.28148473552
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2022-07-01,131226.97181935594
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2022-08-01,141079.6178373466
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2022-09-01,57501.971524452834
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2022-10-01,75414.86114443644
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2022-11-01,130068.62648194596
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2022-12-01,145105.93519130544
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2023-01-01,40983.65656916187
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2023-02-01,56584.39911286361
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2023-03-01,121585.90004889028
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2023-04-01,44097.90461158747
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2023-05-01,59955.8906333422
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2023-06-01,35037.53743124886
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2023-07-01,64840.52793976825
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2023-08-01,93141.81994172216
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2023-09-01,94009.47013408046
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2023-10-01,127595.26647507733
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2023-11-01,108113.08208642436
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2023-12-01,71672.10205590578
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2024-01-01,82393.89933108697
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2024-02-01,41344.27200304839
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2024-03-01,49248.86669488847
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2024-04-01,56940.25778865173
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2024-05-01,63635.90079626536
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2024-06-01,37817.71891129274
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2024-07-01,57691.89029001648
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2024-08-01,126341.11720558
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2024-09-01,90241.3402689815
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2024-10-01,168850.54508015726
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2024-11-01,108867.5227506981
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2024-12-01,99880.59839443672
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2025-01-01,67468.26085383844
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2025-02-01,101203.18248450558
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2025-03-01,63276.59033802221
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2025-04-01,93260.65379896024
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2025-05-01,70883.72599627775
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2025-06-01,83380.3614329029
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2025-07-01,80738.21830035564
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2025-08-01,126331.4404768814
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2025-09-01,105611.67305956875
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2025-10-01,152536.1672969176
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2025-11-01,92378.6448450303
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2025-12-01,104641.88720040064
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2026-01-01,60198.4205681051
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2026-02-01,112678.41926273564
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2026-03-01,106961.83859417048
RA / JIA,TRx Volume,ENBREL,PRODUCT,N,2026-04-01,85015.73118029763
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2020-05-01,1550.6463199630798
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2020-06-01,3186.690146749028
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2020-07-01,2602.0673596013658
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2020-08-01,2252.8195958773285
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2020-09-01,3082.0819737610163
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2020-10-01,1653.4947025598565
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2020-11-01,2349.644310866204
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2020-12-01,1819.6041528878245
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2021-01-01,2497.538069665805
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2021-02-01,3449.926351144591
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2021-03-01,1409.8309172232027
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2021-04-01,3027.1842462916456
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2021-05-01,2085.328962950676
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2021-06-01,3315.423677167616
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2021-07-01,2579.1522318182083
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2021-08-01,2900.9463722325595
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2021-09-01,2411.102090233485
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2021-10-01,4100.450465692043
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2021-11-01,2644.185837695378
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2021-12-01,2349.2264833262016
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2022-01-01,3392.241690347329
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2022-02-01,1803.3569150699689
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2022-03-01,2235.890412969733
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2022-04-01,1702.0878550868406
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2022-05-01,1738.508491508813
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2022-06-01,2410.8587144159096
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2022-07-01,2049.587285617207
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2022-08-01,2835.780810146814
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2022-09-01,2049.7851356141205
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2022-10-01,2903.860002799097
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2022-11-01,1601.4379541228184
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2022-12-01,2800.290279091666
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2023-01-01,1062.6841745304075
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2023-02-01,1555.4013366510576
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2023-03-01,1409.6643823539268
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2023-04-01,2477.81434604642
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2023-05-01,1975.526877236684
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2023-06-01,3577.5464725030483
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2023-07-01,1989.1263371970167
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2023-08-01,2144.192475381208
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2023-09-01,1165.847041954595
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2023-10-01,2799.1344066795614
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2023-11-01,2376.4544896701186
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2023-12-01,1587.456626562505
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2024-01-01,1231.4590534551007
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2024-02-01,1347.7341779308094
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2024-03-01,1267.381982899991
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2024-04-01,3469.954076620161
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2024-05-01,2497.693351541876
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2024-06-01,1116.3069868889866
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2024-07-01,4262.113742096058
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2024-08-01,1016.63130450367
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2024-09-01,2510.923334733907
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2024-10-01,2146.832551681094
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2024-11-01,2659.528075542836
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2024-12-01,3153.8494240359296
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2025-01-01,2289.1771010894263
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2025-02-01,3472.194829297868
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2025-03-01,1701.6082484031067
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2025-04-01,4178.156085712914
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2025-05-01,3014.3868186135574
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2025-06-01,4098.4068164898345
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2025-07-01,1539.6171762770637
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2025-08-01,1723.916258471733
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2025-09-01,2780.9815490386927
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2025-10-01,2375.719024176453
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2025-11-01,2261.7317467635144
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2025-12-01,4618.5277072973295
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2026-01-01,2719.979178656632
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2026-02-01,1941.0586791451085
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2026-03-01,3145.962678371907
RA / JIA,TRx Volume,Kineret,PRODUCT,N,2026-04-01,2040.0224178046333
RA / JIA,TRx Volume,Cimzia,PRODUCT,N,2020-05-01,10836.263895539789
RA / JIA,TRx Volume,Cimzia,PRODUCT,N,2020-06-01,12907.501640742888
RA / JIA,TRx Volume,Cimzia,PRODUCT,N,2020-07-01,26741.246934890663
RA / JIA,TRx Volume,Cimzia,PRODUCT,N,2020-08-01,18098.857985726725
RA / JIA,TRx Volume,Cimzia,PRODUCT,N,2020-09-01,14407.24898673768
RA / JIA,TRx Volume,Cimzia,PRODUCT,N,2020-10-01,19120.52340011725
RA / JIA,TRx Volume,Cimzia,PRODUCT,N,2020-11-01,20879.504912520428
