WEEK_ENDING,UC,CD,SKYRIZI_TRx_total
2025-04-18,1070.129168,5302.315279,6372.444447154037
2025-04-25,941.501903,4664.988187,5606.490090367013
2025-05-02,553.155476,3010.653671,3563.809146806673
2025-05-09,989.607523,5386.126775,6375.734297474898
2025-05-16,631.667603,3437.970825,4069.6384285355816
2025-05-23,827.289781,4502.68166,5329.971441423429
2025-05-30,1703.245022,9270.234315,10973.479337038234
2025-06-06,2460.869691,8780.57779,11241.447481193276
2025-06-13,3013.926045,10753.926626,13767.852671589984
2025-06-20,2238.580612,7987.432765,10226.013376294546
2025-06-27,3906.69346,13939.391409,17846.08486897051
2025-07-04,1370.558481,6798.02834,8168.586820303547
2025-07-11,1327.758374,6585.737993,7913.496367278697
2025-07-18,1265.404278,6276.459022,7541.863299861067
2025-07-25,2593.302326,12862.889803,15456.192128880215
2025-08-01,1529.65969,4797.727224,6327.386914084439
2025-08-08,3311.774292,10387.270964,13699.045255497147
2025-08-15,4308.513526,13513.510736,17822.0242629133
2025-08-22,1187.04231,3723.119101,4910.161411216247
2025-08-29,1637.580066,5136.215929,6773.7959948899115
2025-09-05,4270.289611,10898.681507,15168.971118903384
2025-09-12,3811.35034,9727.371501,13538.721840636757
2025-09-19,1709.00827,4361.75026,6070.758529703513
2025-09-26,5179.801841,13219.94892,18399.750761538715
2025-10-03,4094.482516,13199.592546,17294.07506279915
2025-10-10,2534.837234,8171.684339,10706.52157308027
2025-10-17,3813.16062,12292.68077,16105.841389277542
2025-10-24,2384.158123,7685.93239,10070.090513770976
2025-10-31,1345.923486,4338.922328,5684.845814403723
2025-11-07,3109.836545,7866.193476,10976.030021646653
2025-11-14,2960.204735,7487.706454,10447.91118902656
2025-11-21,4581.215033,11587.980037,16169.195069703243
2025-11-28,3320.435184,8398.893383,11719.328566265467
2025-12-05,2683.140765,4947.644431,7630.785195395448
2025-12-12,4094.254195,7549.702287,11643.956481766634
2025-12-19,4408.953231,8129.999435,12538.952665902321
2025-12-26,4772.048213,8799.537496,13571.585709755427
2026-01-02,1587.262056,7871.634947,9458.897002513548
2026-01-09,2215.455024,10987.00314,13202.45816425802
2026-01-16,2654.024268,13161.979207,15816.003474554085
2026-01-23,2029.435048,10064.482916,12093.917963848777
2026-01-30,2386.938326,11837.432307,14224.370633002216
2026-02-06,3421.207844,14573.408499,17994.616342954992
2026-02-13,2676.163899,11399.72533,14075.889229211327
2026-02-20,2721.490945,11592.806132,14314.297077649571
2026-02-27,3878.648139,16521.978884,20400.627022589426
2026-03-06,1474.405274,8721.084718,10195.489991613877
2026-03-13,2349.859565,13899.383505,16249.24307083016
2026-03-20,1206.325847,7135.398996,8341.724842933749
2026-03-27,2792.791802,16519.320933,19312.112734833514
2026-04-03,6179.354879,11758.193583,17937.548462140017
2026-04-10,4244.614389,8076.732708,12321.347096265015
2026-04-17,2496.503139,4750.393489,7246.8966276892825
2026-04-24,6984.439705,13290.124248,20274.56395328153
2026-05-01,2401.811024,14065.013933,16466.82495783056
2026-05-08,2125.985736,12449.780061,14575.765796958978
2026-05-15,3214.793242,18825.8407,22040.633942018474
2026-05-22,1568.108767,9182.85054,10750.959307761646
2026-05-29,1393.89105,8162.630966,9556.522015652932
2026-06-05,5786.462639,15683.396122,21469.85876083667
2026-06-12,5167.619566,14006.10869,19173.72825624376
2026-06-19,2390.365386,6478.750415,8869.115800541029
2026-06-26,2928.661478,7937.72654,10866.388018576095
2026-07-03,7054.652757,12950.811543,20005.464300019077
2026-07-10,5397.906557,9909.385047,15307.291603171472
2026-07-17,5801.098724,10649.55837,16450.657094122787
2026-07-24,2981.598187,5473.56724,8455.165426979713
2026-07-31,4859.450523,8920.896618,13780.347140481148
2026-08-07,4292.286521,11184.611783,15476.898303830225
2026-08-14,6560.735205,17095.614638,23656.34984264687
2026-08-21,5620.045727,14644.416059,20264.46178606803
2026-08-28,6529.013147,17012.954987,23541.96813331162
2026-09-04,6659.59341,17353.214086,24012.807495999998
2026-09-11,6792.785278,17700.278368,24493.063646
2026-09-18,6928.640984,18054.283935,24982.924919
2026-09-25,7067.213803,18415.369614,25482.583416999998
